ID;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;L19;L20
6485;14;15;18;23;24;25;27;30;38;39;40;48;50;55;58;59;65;70;73;74
6486;5;8;14;19;21;22;26;27;38;39;40;42;46;49;64;67;69;74;75;80
6487;3;5;7;8;10;11;22;24;27;29;35;37;40;52;53;59;68;72;76;80
6488;12;19;28;30;33;35;38;47;48;49;54;55;59;65;66;74;75;78;79;80
6489;1;2;3;5;10;13;16;26;31;38;43;48;53;55;56;57;58;64;78;79
6490;9;12;13;14;18;19;21;24;34;37;38;42;47;55;60;61;65;73;76;80
6491;9;10;11;12;14;16;19;29;31;37;51;52;55;57;58;62;68;70;74;76
6492;6;10;12;13;16;20;22;33;35;38;51;53;54;55;58;64;72;75;76;77
6493;2;6;7;8;12;20;21;35;38;42;46;47;57;58;60;65;67;71;74;77
6494;12;16;19;23;33;35;41;44;46;48;50;52;57;58;60;61;64;67;77;78
6495;1;3;5;8;24;30;31;34;35;38;42;44;53;55;56;58;61;69;76;80
6496;2;3;5;7;8;20;25;27;28;35;37;39;44;46;48;54;60;62;72;75
6497;3;4;7;8;14;16;20;21;24;25;27;29;34;35;39;51;61;71;76;80
6498;1;4;12;13;14;16;17;28;29;30;38;39;42;43;44;54;58;60;68;80
6499;2;7;12;20;23;24;33;35;36;39;40;46;48;49;57;60;62;73;74;78
6500;1;10;11;15;23;25;31;32;36;40;41;47;50;56;60;66;76;77;79;80
6501;1;6;7;11;15;16;23;28;29;35;36;39;40;45;60;63;64;71;78;80
6502;4;10;11;15;18;19;20;23;25;29;36;38;54;60;61;63;65;68;70;73
6503;10;11;15;23;25;28;29;32;34;38;45;48;56;60;61;62;71;73;76;78
6504;4;5;6;10;16;18;19;20;21;22;23;25;28;29;31;33;50;61;76;77
6505;4;7;9;15;17;21;25;29;30;32;34;52;53;55;57;62;65;68;74;75
6506;7;8;24;26;27;30;31;36;48;52;56;58;59;64;69;70;73;75;78;80
6507;7;15;18;29;31;33;34;36;39;44;47;51;54;58;60;64;66;70;73;75
6508;5;6;12;15;17;27;31;38;46;51;52;53;57;65;67;70;71;73;74;78
6509;1;2;10;12;14;19;21;24;29;30;32;34;42;44;48;50;53;55;69;80
6510;1;2;3;12;15;16;19;29;30;38;40;41;44;53;55;62;66;70;73;78
6511;2;7;11;14;18;20;23;25;27;33;41;48;49;57;58;65;66;70;71;78
6512;8;13;16;18;20;34;38;40;41;46;47;52;54;60;67;69;72;77;79;80
6513;2;5;7;11;22;26;29;31;38;46;47;50;51;52;60;66;67;70;74;79
6514;6;14;16;18;21;22;26;28;30;33;42;45;48;50;52;53;56;68;71;75
6515;1;4;5;6;7;13;15;16;22;23;33;34;35;41;42;53;60;62;65;66
6516;3;4;6;8;9;13;14;17;18;20;22;25;33;39;44;53;61;65;68;76
6517;2;14;15;16;17;21;26;32;33;35;38;45;48;51;53;54;61;65;67;77
6518;8;13;26;27;35;43;45;46;50;51;54;57;58;60;65;67;68;75;76;79
6519;1;2;5;7;11;13;21;23;24;27;32;41;43;47;50;55;59;62;64;74
6520;4;5;11;20;23;29;33;41;42;44;46;47;48;50;56;65;67;70;75;79
6521;2;3;6;12;19;21;23;29;30;34;35;39;49;55;56;57;60;72;77;79
6522;3;4;5;13;18;23;26;28;31;32;37;43;46;48;56;64;65;71;75;78
6523;8;12;14;19;21;26;36;40;41;42;44;45;56;57;59;61;65;66;75;76
6524;4;11;16;19;20;25;27;29;30;36;38;41;42;49;65;66;68;70;71;75
6525;1;4;5;6;8;18;20;24;28;29;30;34;37;44;54;58;59;67;73;80
6526;1;2;12;15;17;19;23;25;27;34;37;43;47;48;51;56;59;66;69;79
6527;4;6;11;14;16;18;25;32;35;37;39;40;48;50;63;68;70;71;73;80
6528;1;2;3;7;8;10;25;30;44;49;50;51;52;54;59;60;62;63;65;76
6529;8;11;12;13;16;20;21;28;30;37;41;42;46;47;53;61;63;70;77;78
6530;11;13;14;19;23;25;28;31;35;36;39;42;43;60;61;67;70;72;73;79
6531;3;8;11;16;17;23;24;26;32;34;43;50;53;56;57;58;64;72;77;78
6532;5;12;15;16;23;24;26;29;31;33;36;38;45;57;59;63;70;73;77;80
6533;7;8;11;14;15;24;25;27;28;30;32;35;42;45;47;49;62;63;64;75
6534;2;12;15;21;26;29;31;39;41;43;45;51;52;55;56;59;65;69;70;72
6535;1;3;15;16;17;25;26;31;32;37;49;52;56;57;58;61;65;67;74;78
6536;10;16;18;20;21;23;24;25;26;29;30;31;32;35;38;44;45;49;57;71
6537;6;8;11;13;15;18;19;24;28;36;40;43;47;48;53;63;64;65;66;75
6538;2;6;14;18;26;28;30;33;36;37;40;41;45;46;48;55;73;74;76;79
6539;3;5;10;12;18;21;33;34;39;42;43;44;48;49;54;57;65;74;77;79
6540;5;9;16;21;24;27;31;35;45;47;49;50;51;54;56;63;66;70;72;74
6541;5;7;18;20;21;23;25;29;34;40;49;51;52;54;60;63;69;77;79;80
6542;7;8;12;13;26;29;36;42;45;49;50;51;53;56;62;66;68;69;76;78
6543;4;5;14;21;27;36;38;40;44;45;46;48;51;53;57;59;66;72;79;80
6544;2;7;11;13;17;29;30;33;39;40;44;51;55;63;66;67;71;72;76;77
6545;1;5;11;16;17;26;28;34;35;51;52;59;60;68;69;74;75;77;78;80
6546;1;2;6;13;15;16;20;28;29;32;38;42;43;45;46;55;61;68;73;80
6547;1;4;8;12;14;15;22;23;26;30;31;46;50;51;62;67;68;72;77;79
6548;7;12;20;23;26;36;38;45;47;49;53;54;55;56;63;66;71;74;77;78
6549;3;8;14;15;17;21;26;27;28;34;42;43;47;49;54;56;59;60;62;69
6550;3;5;8;20;31;39;40;43;48;51;54;56;60;63;65;66;69;77;78;79
6551;1;3;4;7;13;23;26;27;29;33;35;43;54;55;60;62;65;73;79;80
6552;3;10;14;20;24;29;31;35;36;38;39;41;46;50;56;61;69;71;72;74
6553;4;5;14;18;19;23;24;27;31;40;41;42;46;53;60;61;62;64;66;73
6554;5;11;12;13;19;20;21;25;32;34;36;38;39;48;50;57;59;64;75;78
6555;5;6;7;10;13;14;15;21;28;32;38;47;56;63;66;67;69;72;76;80
6556;6;7;11;15;33;39;41;42;43;45;48;49;50;52;54;57;60;61;65;71
6557;1;8;13;17;18;21;22;28;34;41;49;50;53;54;56;57;60;63;69;80
6558;9;14;18;21;24;29;32;38;40;42;45;51;52;54;55;56;59;64;65;68
6559;1;2;3;5;6;8;9;10;18;26;27;34;41;43;46;53;58;60;63;77
6560;1;3;5;8;9;10;15;16;17;19;20;22;30;32;38;42;50;55;73;76
6561;1;2;5;10;21;23;30;33;39;40;48;50;59;60;61;69;71;73;79;80
6562;2;5;8;14;23;38;46;48;49;57;58;62;63;66;67;69;70;72;75;80
6563;10;15;19;21;24;27;29;30;35;41;42;44;51;56;58;59;64;71;75;79
6564;4;5;6;11;13;16;17;20;26;31;34;45;46;56;57;60;65;75;76;80
6565;2;3;7;18;28;30;39;41;44;51;52;56;58;59;60;61;64;65;69;74
6566;14;21;22;27;34;37;39;41;42;44;47;48;49;56;64;67;69;70;74;80
6567;7;10;11;26;28;29;30;33;35;36;52;59;63;64;71;72;73;75;77;78
6568;3;4;9;15;18;26;37;38;39;44;47;50;52;57;62;65;71;73;75;76
6569;2;9;10;12;17;19;20;21;23;27;35;39;50;55;57;66;68;72;73;76
6570;4;12;13;18;23;24;26;29;33;34;44;46;52;58;59;62;64;65;79;80
6571;3;7;10;12;17;21;33;36;42;48;49;50;54;60;62;63;69;74;76;78
6572;1;13;19;27;37;38;39;40;41;42;44;48;55;57;59;60;61;67;70;73
6573;3;4;8;11;12;19;28;29;30;33;34;38;39;45;57;58;59;61;74;78
6574;4;5;6;17;18;23;24;25;30;41;42;46;47;48;54;55;59;60;64;66
6575;1;3;4;7;31;34;37;39;40;42;44;46;51;54;56;57;61;66;73;76
6576;1;11;14;19;25;29;31;35;36;42;43;47;51;52;54;57;58;63;64;73
6577;1;3;7;10;12;21;23;27;30;37;39;42;48;53;58;63;65;71;72;80
6578;6;9;12;13;15;18;22;26;27;28;37;42;43;48;58;65;73;74;77;78
6579;1;4;7;17;23;24;26;31;45;47;50;62;64;66;67;70;71;72;78;79
6580;9;10;13;15;16;17;19;20;24;25;37;49;53;56;57;62;65;70;77;80
6581;1;10;11;16;17;18;21;25;27;28;30;38;47;49;51;52;67;68;76;78
6582;1;3;6;7;9;11;17;20;23;31;35;37;40;51;53;55;63;66;77;78
6583;2;4;15;18;20;24;30;36;46;47;48;50;52;54;55;60;62;72;74;77
6584;5;9;16;19;22;25;26;27;40;43;46;48;50;58;59;63;70;73;74;75
6585;4;8;11;16;17;18;26;31;34;35;39;41;49;51;53;58;61;62;66;75
6586;10;11;15;20;21;26;29;31;33;38;41;45;47;49;50;51;52;54;71;78
6587;5;10;11;12;13;19;22;23;28;38;39;44;47;50;57;64;65;68;71;78
6588;5;9;13;19;21;23;24;26;27;34;40;45;47;48;50;54;63;64;67;77
6589;3;4;8;9;13;16;19;32;33;36;40;48;51;52;55;56;67;72;73;74
6590;4;14;19;35;37;39;43;48;50;53;58;60;62;63;69;74;75;76;78;79
6591;13;16;17;23;25;29;32;33;35;38;40;42;43;46;48;50;56;63;65;79
6592;3;4;5;9;13;24;26;27;31;34;39;52;58;64;65;68;73;74;78;79
6593;3;4;5;7;13;18;20;30;31;38;47;48;51;52;55;57;58;63;65;80
6594;1;9;10;11;13;14;16;24;25;28;30;33;35;41;56;60;64;65;71;75
6595;3;4;17;23;26;29;30;32;42;45;47;52;53;55;61;67;68;72;74;79
6596;2;6;8;9;15;18;31;33;34;43;45;50;52;58;65;66;68;73;76;78
6597;5;12;18;23;32;33;35;37;40;42;45;46;47;49;51;56;65;72;77;79
6598;1;2;5;9;12;14;16;19;28;34;35;42;48;50;57;59;61;63;71;79
6599;5;6;10;13;17;23;25;26;32;50;53;57;58;60;62;67;69;71;72;75
6600;3;4;9;14;18;20;23;25;26;32;34;45;57;61;64;66;67;68;73;74
6601;4;6;7;14;17;20;26;28;32;34;45;47;52;53;55;56;59;66;76;79
6602;3;6;13;14;19;28;29;35;36;37;43;45;47;48;51;52;55;57;67;80
6603;3;5;14;16;19;22;29;31;34;36;41;45;55;60;66;70;72;75;78;80
6604;4;5;7;10;14;18;19;23;24;45;47;51;52;57;63;64;68;72;75;78
6605;2;11;12;16;21;25;27;29;44;46;49;51;52;59;60;61;66;73;75;80
6606;10;13;14;15;18;22;29;31;35;38;41;45;47;51;57;58;62;63;70;77
6607;9;10;17;24;30;31;32;33;36;40;46;52;53;56;65;68;71;75;77;80
6608;4;6;9;16;18;21;24;33;34;37;40;41;43;45;48;50;61;70;73;74
6609;4;5;7;8;14;16;25;28;30;35;36;37;39;48;52;54;57;60;68;78
6610;4;10;13;23;27;34;35;36;39;40;42;43;46;54;55;56;63;71;75;78
6611;4;15;18;25;27;28;34;40;41;43;47;48;49;58;61;62;64;67;68;70
6612;6;7;8;17;18;22;37;41;44;46;54;56;57;59;63;67;68;69;79;80
6613;3;5;9;12;13;14;16;22;32;38;41;42;43;56;57;64;68;70;75;78
6614;4;5;6;7;9;11;16;19;27;34;36;43;48;51;57;60;64;70;72;78
6615;2;4;19;20;21;24;27;29;32;35;39;41;44;57;58;66;67;68;73;74
6616;4;24;31;32;36;41;43;49;50;52;53;57;59;63;65;68;73;74;77;79
6617;1;6;7;9;11;13;14;15;16;23;27;30;33;35;41;52;54;65;73;76
6618;3;4;9;16;18;23;28;33;35;39;51;54;55;57;60;62;66;67;71;74
6619;5;6;10;13;14;23;24;26;32;41;49;50;51;54;55;58;65;72;74;78
6620;1;5;9;18;21;28;30;32;34;44;52;53;57;62;68;69;71;76;77;78
6621;3;4;6;8;19;22;30;32;33;36;39;41;66;69;70;71;76;77;78;80
6622;1;9;15;18;26;29;31;43;46;47;48;50;53;54;55;56;58;59;66;78
6623;6;10;22;25;26;32;34;35;36;43;55;58;62;66;68;70;73;74;78;79
6624;7;9;11;15;18;21;26;32;36;39;44;48;50;52;53;63;65;70;79;80
6625;4;9;12;13;14;20;25;39;41;49;51;52;58;62;64;66;68;70;73;74
6626;6;7;8;10;11;15;16;19;21;27;29;36;38;42;47;58;66;68;71;77
6627;1;4;7;9;10;14;17;18;22;23;27;30;40;44;46;48;50;56;61;72
6628;2;7;9;12;24;29;37;40;41;46;47;53;57;58;65;68;69;73;75;80
6629;1;4;7;11;16;21;22;24;25;30;31;32;41;44;58;59;63;67;68;69
6630;2;8;13;16;21;25;26;32;37;38;41;42;51;55;57;60;67;70;74;80
6631;2;3;7;11;19;20;24;29;30;35;41;43;45;47;48;64;66;67;77;80
6632;4;5;13;16;21;24;25;32;40;48;52;53;54;57;59;60;68;70;72;73
6633;3;4;5;6;7;11;26;28;34;36;39;49;60;61;62;65;67;69;70;76
6634;3;6;10;15;17;21;23;25;30;33;47;49;53;55;63;65;67;72;73;76
6635;2;4;8;15;17;28;29;33;44;45;49;56;59;62;64;70;71;77;78;79
6636;6;9;11;16;23;28;30;41;43;46;48;50;55;56;58;60;65;68;74;75
6637;2;3;7;17;20;25;27;30;31;33;38;40;43;49;63;69;72;74;75;78
6638;11;25;26;28;35;36;39;47;49;54;56;57;61;62;66;68;73;76;78;79
6639;7;8;13;16;19;24;27;29;30;31;43;53;54;55;61;66;67;74;77;79
6640;2;8;14;20;21;29;37;44;51;53;55;60;63;68;69;70;71;76;78;79
6641;5;6;9;21;23;25;27;29;33;36;40;58;60;63;66;68;72;74;76;77
6642;1;5;11;14;17;19;21;26;31;33;34;37;46;57;59;60;67;72;77;79
6643;2;5;8;9;23;24;31;33;35;37;38;39;43;45;49;54;57;67;70;71
6644;8;11;12;13;23;25;29;31;34;52;54;55;57;59;61;64;67;68;71;80
6645;8;11;14;15;16;23;29;30;34;36;45;51;57;64;68;69;70;73;76;79
6646;4;11;16;23;31;34;38;39;41;44;51;54;58;61;63;66;69;70;73;76
6647;5;9;12;13;21;25;28;32;34;39;46;48;53;60;67;69;72;73;75;80
6648;1;4;6;17;24;31;38;41;43;44;47;52;53;56;64;66;71;73;74;76
6649;3;4;9;13;22;24;25;30;38;39;40;41;44;45;53;67;68;72;75;78
6650;3;8;16;17;21;28;29;39;42;47;50;56;59;62;66;71;72;74;75;77
6651;1;8;12;13;20;26;27;33;35;36;39;46;47;49;55;57;63;66;72;73
6652;2;7;13;23;24;31;32;38;39;42;44;52;53;58;66;68;72;73;76;79
6653;1;6;8;20;21;29;30;34;38;48;49;52;54;55;61;68;69;74;79;80
6654;8;18;23;25;28;30;34;42;43;44;46;50;56;61;63;67;68;69;74;75
6655;3;5;7;17;19;23;28;29;35;41;42;43;44;47;50;51;52;54;65;72
6656;3;4;7;16;19;26;30;32;33;35;36;42;48;50;53;63;66;69;76;78
6657;2;4;5;6;10;21;22;24;35;44;52;58;61;64;67;68;71;72;78;79
6658;16;20;21;26;27;28;32;41;42;45;49;51;56;58;60;61;62;65;72;80
6659;7;11;12;13;24;27;30;31;37;43;52;55;56;57;58;63;67;69;76;77
6660;3;6;13;27;29;30;36;38;40;46;49;52;56;61;64;67;68;76;78;79
6661;2;6;20;23;26;29;30;33;37;43;46;47;64;67;69;70;71;74;77;78
6662;2;7;9;21;22;26;27;35;45;50;52;54;62;71;72;74;75;77;79;80
6663;1;5;9;11;12;21;24;41;45;46;48;51;55;62;65;66;69;72;73;75
6664;3;5;7;13;15;17;19;26;28;32;36;37;46;53;60;61;65;67;76;78
6665;2;14;17;22;25;30;32;33;39;41;43;44;50;58;62;64;73;75;76;80
6666;2;4;6;7;13;15;25;26;27;31;34;42;43;48;51;56;57;64;66;74
6667;3;10;15;24;31;37;38;43;47;49;50;58;65;69;74;75;76;77;79;80
6668;7;10;16;21;24;28;30;31;32;33;43;47;49;61;69;70;73;75;76;79
6669;3;5;6;10;16;19;20;24;26;29;32;36;38;40;56;57;65;66;73;78
6670;1;3;9;11;12;14;15;17;24;30;33;37;39;50;52;66;71;72;75;76
6671;6;9;15;16;20;22;23;26;36;37;39;47;50;56;61;64;74;75;76;79
6672;2;26;29;30;31;33;36;41;48;52;54;62;67;68;69;70;71;72;76;80
6673;4;5;7;9;10;11;12;19;22;23;25;32;38;49;57;58;59;63;77;79
6674;2;3;5;10;19;20;21;27;30;31;45;47;52;55;56;58;59;62;66;79
6675;1;4;8;10;16;17;25;28;36;40;41;43;48;49;50;53;57;67;69;74
6676;1;2;3;13;22;26;31;37;39;41;43;50;52;55;56;57;62;63;66;71
6677;1;9;10;16;20;22;26;27;28;31;37;38;45;54;55;56;70;74;78;79
6678;1;3;5;10;14;15;18;21;25;34;38;40;47;49;50;54;65;70;71;75
6679;8;11;14;22;26;30;34;36;42;45;54;61;65;66;68;72;73;74;77;80
6680;2;3;4;6;9;17;19;21;25;39;43;46;49;50;55;57;65;72;76;80
6681;18;19;22;28;33;39;48;50;51;53;54;55;56;57;59;64;65;72;74;77
6682;4;5;7;11;16;19;23;35;38;39;40;44;45;58;59;63;67;68;76;79
6683;5;6;9;19;25;30;41;42;43;52;56;59;60;61;70;71;72;73;76;78
6684;2;13;14;18;19;23;30;38;45;51;53;54;59;61;67;68;70;74;76;77
6685;8;18;25;30;33;42;45;48;50;53;55;58;59;63;65;67;70;73;74;79
6686;4;10;14;17;29;31;34;37;38;40;44;46;47;52;56;68;70;72;75;78
6687;1;2;5;8;11;23;24;28;31;35;39;47;60;63;65;66;70;72;74;76
6688;4;5;12;13;15;23;24;25;26;38;39;40;46;47;55;59;61;62;65;74
6689;6;15;20;23;27;28;30;32;36;37;43;45;54;58;61;64;68;71;75;78
6690;6;8;9;10;14;26;33;35;36;44;46;47;57;68;71;74;76;77;79;80
6691;8;9;17;19;25;30;32;33;34;39;46;47;51;54;55;62;64;66;77;80
6692;5;11;15;29;35;46;47;50;52;59;61;64;65;66;67;68;70;74;77;78
6693;2;3;7;19;24;28;29;34;40;43;45;48;49;52;56;64;68;77;78;80
6694;14;26;28;29;31;33;34;40;42;43;46;49;51;57;58;65;66;67;73;74
6695;8;9;11;15;16;20;26;31;36;37;45;55;57;59;60;61;70;71;74;77
6696;4;5;6;10;23;28;31;34;39;45;47;51;52;57;60;64;70;72;78;79
6697;3;4;7;10;15;17;20;27;50;51;52;61;62;63;66;67;70;77;78;79
6698;3;6;16;17;19;20;21;22;25;27;48;51;52;53;62;63;65;68;76;78
6699;2;9;11;13;15;17;26;29;37;40;44;45;47;51;56;58;71;75;77;80
6700;1;4;11;12;15;17;28;34;36;37;38;39;42;45;46;48;55;57;73;79
6701;3;4;5;6;12;20;22;32;33;38;39;41;44;56;60;64;66;75;77;78
6702;3;20;23;25;26;27;28;30;38;44;45;57;58;65;70;72;74;75;77;80
6703;2;5;10;12;19;21;32;39;42;45;50;56;59;63;69;70;71;72;75;76
6704;2;4;5;8;11;12;14;21;34;36;44;48;49;50;54;62;64;66;68;74
6705;3;10;12;16;24;31;32;36;37;39;40;45;49;55;56;60;64;74;75;78
6706;1;4;9;11;14;15;19;23;28;29;33;34;35;62;63;67;68;69;75;76
6707;5;20;21;22;23;28;30;31;37;44;48;56;57;59;62;68;69;71;74;76
6708;5;9;10;12;16;28;29;30;31;34;38;42;47;54;61;66;69;70;72;78
6709;2;4;6;7;9;10;11;18;19;25;34;37;44;47;56;65;66;68;78;79
6710;1;3;5;9;15;19;37;41;43;44;46;50;51;55;59;63;64;71;78;80
6711;12;15;21;25;26;28;32;35;46;47;48;49;61;62;68;72;74;76;78;80
6712;6;7;9;10;11;24;27;36;38;39;40;46;49;52;59;60;66;75;77;79
6713;3;5;14;15;16;20;27;30;32;35;37;40;50;52;56;59;66;71;77;78
6714;2;5;7;13;14;15;16;21;30;36;40;41;52;53;57;59;60;63;75;80
6715;3;8;17;18;21;23;24;31;34;37;38;44;53;54;55;68;69;70;71;79
6716;3;16;19;20;24;28;32;37;45;51;56;57;58;59;65;66;73;74;75;80
6717;5;11;14;18;22;24;27;30;32;35;39;42;47;49;50;56;58;60;75;78
6718;6;9;10;12;15;21;22;26;29;31;35;40;45;48;50;52;53;56;66;80
6719;4;5;7;8;9;11;17;19;33;41;43;44;45;46;48;51;59;65;77;78
6720;5;7;10;15;26;27;31;36;37;42;47;55;57;59;62;64;70;72;74;77
6721;5;6;13;14;15;21;22;34;42;43;46;55;60;61;62;63;67;71;79;80
6722;2;5;9;20;26;29;34;36;37;38;45;47;48;51;52;70;75;77;78;79
6723;10;15;18;24;25;27;29;31;33;34;35;37;39;41;48;54;55;59;60;63
6724;6;11;16;18;31;38;47;49;51;52;53;54;60;61;62;63;65;66;74;75
6725;2;4;7;12;14;17;18;24;27;29;32;33;37;44;46;50;63;74;75;76
6726;5;10;11;16;25;30;31;32;42;43;45;48;49;50;51;53;55;58;77;80
6727;7;9;12;13;17;22;23;28;30;32;36;51;53;54;57;59;65;68;69;73
6728;3;4;5;8;11;25;28;35;37;39;41;48;54;55;62;64;70;72;73;74
6729;5;14;17;18;20;26;38;43;47;53;56;57;59;63;64;65;66;71;72;73
6730;1;2;9;11;13;16;17;24;26;27;33;39;42;51;55;57;58;59;63;76
6731;5;9;10;26;37;39;45;46;47;55;56;58;64;66;69;72;75;78;79;80
6732;1;2;10;15;20;21;22;24;30;35;41;43;47;58;60;61;68;75;76;79
6733;1;4;11;12;28;35;36;42;48;51;52;56;59;63;64;65;66;70;77;80
6734;8;12;19;36;39;43;44;45;46;48;49;51;55;56;60;63;64;71;72;74
6735;8;10;11;15;16;26;27;37;38;46;47;51;52;54;59;61;68;74;75;77
6736;2;4;8;10;11;12;14;16;17;19;25;36;39;46;47;58;66;73;74;78
6737;8;11;13;15;16;17;20;21;32;39;45;46;47;48;50;53;64;68;69;80
6738;4;5;13;14;18;21;22;43;44;46;51;54;56;58;59;63;71;75;78;80
6739;8;13;21;28;32;36;37;39;42;47;53;62;64;65;67;71;73;75;76;78
6740;9;11;13;15;17;28;30;32;39;43;48;50;51;52;56;60;63;66;70;77
6741;4;11;14;17;23;26;27;31;32;34;51;55;60;61;64;66;68;70;78;80
6742;9;13;17;22;23;24;25;35;36;37;39;40;44;45;50;51;65;72;73;75
6743;12;13;14;18;26;27;32;33;35;36;42;46;48;50;51;64;65;67;77;80
6744;1;3;4;5;10;14;19;24;27;28;29;32;40;46;54;59;64;65;71;80
6745;1;8;9;18;24;25;26;27;29;36;38;41;44;52;60;62;64;69;70;77
6746;2;6;14;17;26;27;34;41;46;49;50;51;57;61;62;67;69;70;73;79
6747;3;9;12;18;21;23;27;29;37;47;52;55;63;64;67;68;71;76;79;80
6748;3;9;12;15;17;18;23;24;28;30;37;43;51;52;54;55;66;67;73;75
6749;2;5;12;13;15;18;19;26;28;38;40;43;58;62;63;64;66;69;71;72
6750;3;7;9;12;18;22;23;27;28;33;41;45;46;51;55;57;61;74;75;76
6751;3;13;18;20;21;22;26;33;36;48;49;53;57;59;61;63;65;71;72;74
6752;7;9;14;15;19;22;23;24;31;32;33;36;38;39;41;44;59;70;77;78
6753;2;4;9;10;20;21;30;35;37;40;56;57;60;67;68;70;71;73;75;79
6754;5;12;16;18;19;21;28;30;38;39;46;47;49;55;62;69;70;72;74;79
6755;1;4;7;12;13;15;20;23;26;27;28;33;35;39;47;56;57;58;64;72
6756;2;8;12;13;14;18;20;23;39;40;45;48;49;53;54;56;62;67;77;78
6757;2;6;9;19;20;21;25;30;31;33;34;37;45;53;55;56;57;72;79;80
6758;1;2;9;10;17;21;24;25;27;30;32;36;38;39;41;46;47;58;72;73
6759;11;14;16;20;21;25;26;28;31;36;39;41;46;50;53;59;69;70;71;76
6760;2;3;5;12;17;29;32;33;38;41;42;56;63;66;69;70;72;78;79;80
6761;1;6;8;12;20;22;31;33;46;48;49;52;54;55;57;60;61;73;75;79
6762;3;5;9;11;14;15;24;25;29;39;52;53;55;56;60;65;67;69;73;80
6763;1;3;4;6;11;12;18;22;26;27;31;40;49;53;54;61;70;72;77;79
6764;4;18;19;20;21;24;30;31;41;42;44;45;46;53;56;57;65;67;74;78
6765;3;5;8;10;24;31;37;44;48;49;53;54;55;56;66;72;74;75;76;79
6766;1;3;5;14;22;25;29;32;35;42;46;64;66;67;68;70;72;74;75;77
6767;3;9;11;13;20;22;26;29;33;37;40;42;45;48;53;58;60;64;71;77
6768;1;2;3;6;8;12;18;26;28;31;35;39;41;42;53;59;62;70;79;80
6769;2;8;13;14;15;17;22;26;42;46;48;52;53;55;58;61;63;64;65;74
6770;4;8;10;13;14;22;23;25;26;33;37;38;40;45;48;50;62;64;66;80
6771;2;12;18;19;23;27;28;31;37;38;42;45;48;53;54;60;61;64;66;74
6772;3;12;13;19;22;26;27;30;37;42;45;51;52;56;58;63;71;72;74;77
6773;5;6;7;9;11;20;28;29;34;38;42;48;52;54;59;60;64;72;77;79
6774;1;5;7;8;10;11;15;22;32;33;34;48;49;50;63;64;68;73;75;80
6775;3;6;8;9;10;14;24;27;28;29;39;42;59;64;69;71;72;77;79;80
6776;1;3;7;19;21;24;26;31;32;40;42;49;53;57;60;61;68;69;72;78
6777;2;3;9;12;18;35;38;39;43;48;52;53;57;62;63;66;73;76;77;79
6778;4;18;20;25;29;30;31;35;40;43;48;49;55;59;60;65;70;73;78;79
6779;1;4;11;14;20;26;30;31;43;46;49;53;55;57;62;66;68;72;78;79
6780;5;6;10;18;22;28;34;36;38;39;50;55;56;62;65;67;68;75;76;79
6781;1;3;9;10;12;18;19;32;34;40;43;44;46;55;56;57;67;68;70;73
6782;2;3;10;14;15;17;23;25;27;28;32;34;40;42;46;50;62;63;66;80
6783;3;4;11;18;36;39;41;42;47;50;51;53;54;56;61;65;67;72;78;79
6784;2;7;8;13;19;23;24;26;30;31;32;36;39;45;48;51;62;65;70;77
6785;4;6;16;17;21;22;34;35;37;38;48;53;57;62;65;69;71;73;76;78
6786;4;6;10;13;14;17;28;29;42;43;45;49;58;63;65;67;76;77;79;80
6787;3;10;12;18;19;22;25;27;29;35;36;38;44;46;47;49;51;53;62;68
6788;8;9;12;14;15;17;26;31;34;36;38;39;47;51;52;58;60;72;74;77
6789;5;9;18;26;29;31;40;43;45;47;52;61;62;64;70;71;72;74;76;79
6790;1;7;9;13;20;22;23;30;34;38;45;49;53;54;58;60;62;70;76;77
6791;1;2;3;6;8;9;10;13;19;22;27;31;35;39;47;54;57;62;65;77
6792;1;9;10;11;18;20;29;32;33;35;41;43;49;50;59;62;69;71;72;75
6793;1;9;10;17;21;25;33;35;39;45;48;49;58;63;70;71;72;77;79;80
6794;1;5;8;10;13;14;17;20;23;27;29;35;36;49;53;56;59;63;66;80
6795;1;4;7;14;15;16;29;31;33;34;37;38;43;46;58;64;69;73;75;80
6796;1;2;5;7;13;16;18;20;23;29;33;34;43;53;58;63;64;65;69;74
6797;4;12;15;17;18;23;27;34;40;42;43;45;48;52;59;60;66;69;75;76
6798;7;12;21;22;23;24;25;26;29;30;31;32;35;41;43;57;59;63;74;79
6799;5;7;8;10;22;30;34;41;42;47;48;50;52;56;57;64;68;72;73;80
6800;2;6;14;19;21;22;24;32;35;36;42;45;52;54;56;58;60;63;78;80
6801;3;4;9;17;18;24;27;28;34;37;38;39;45;46;48;51;54;58;75;77
6802;2;5;11;22;23;29;32;34;35;42;43;44;50;52;54;55;58;59;65;79
6803;4;8;9;14;15;21;28;35;36;39;41;47;49;55;57;59;60;64;69;70
6804;1;2;5;8;12;14;23;24;30;31;33;35;48;57;60;61;63;73;74;80
6805;3;16;19;21;22;25;29;32;33;40;43;44;50;52;61;63;67;70;72;73
6806;13;14;15;17;18;27;29;30;36;41;44;49;52;53;57;60;65;71;76;80
6807;1;6;8;12;23;25;27;33;35;40;42;43;50;53;55;63;64;67;72;73
6808;2;5;6;10;21;24;25;32;37;40;41;43;46;52;54;56;59;63;68;73
